Female,Male,18-29,30-44,45-64,65+,Bachelors,LTC,Post-grad,Black,Other,White,stname,Republican,Democrat,Independent,Something else,percent_christian,percent_non_christian
0.509758897818599,0.490241102181401,0.180252583237658,0.283582089552239,0.383467278989667,0.152698048220436,0.185993111366246,0.704936854190585,0.109070034443169,0.0229631125143513,0.17451305510907,0.802526832376579,AK,0.275862068965517,0.298850574712644,0.298850574712644,0.126436781609195,0.62,0.38
0.532911392405063,0.467088607594937,0.132911392405063,0.225316455696203,0.422784810126582,0.218987341772152,0.170886075949367,0.732911392405063,0.0962025316455696,0.237975683544304,0.0240516329113924,0.737975683544304,AL,0.435356200527704,0.258575197889182,0.237467018469657,0.0686015831134565,0.86,0.14
0.546722454672245,0.453277545327755,0.157601115760112,0.253835425383543,0.351464435146443,0.237099023709902,0.189679218967922,0.725244072524407,0.0850767085076709,0.121339912133891,0.0223162022315202,0.856346885634589,AR,0.300796812749004,0.344621513944223,0.286852589641434,0.0677290836653386,0.79,0.21
0.500683994528044,0.499316005471956,0.165526675786594,0.233926128590971,0.358413132694938,0.242134062927497,0.207934336525308,0.648426812585499,0.143638850889193,0.0410406716826265,0.0766083871409029,0.882353941176471,AZ,0.362694300518135,0.286010362694301,0.283937823834197,0.0673575129533679,0.67,0.33
0.537897822445561,0.462102177554439,0.185510887772194,0.246649916247906,0.358458961474037,0.209380234505863,0.263190954773869,0.599455611390285,0.137353433835846,0.0686777169179229,0.138610715242881,0.792714567839196,CA,0.269950272318257,0.42552687662799,0.234904096613782,0.0696187544399716,0.63,0.37
0.516025641025641,0.483974358974359,0.169230769230769,0.263461538461538,0.393589743589744,0.173717948717949,0.286538461538462,0.575,0.138461538461538,0.0294881794871795,0.0288471538461538,0.941667666666667,CO,0.314720812182741,0.32741116751269,0.310913705583756,0.0469543147208122,0.64,0.36
0.544897959183673,0.455102040816327,0.124489795918367,0.198639455782313,0.441496598639456,0.235374149659864,0.254421768707483,0.56530612244898,0.180272108843537,0.0673479387755102,0.0340146054421769,0.898640455782313,CT,0.189138576779026,0.376404494382022,0.383895131086142,0.050561797752809,0.7,0.3
0.551842330762639,0.448157669237361,0.258783204798629,0.295629820051414,0.275064267352185,0.170522707797772,0.290488431876607,0.399314481576692,0.310197086546701,0.465296629820051,0.0334200231362468,0.501286347043702,DC,0.139784946236559,0.666666666666667,0.172043010752688,0.021505376344086,0.65,0.35
0.53397212543554,0.46602787456446,0.104529616724739,0.225609756097561,0.395470383275261,0.274390243902439,0.21602787456446,0.648954703832753,0.135017421602787,0.187283229965157,0.0270044843205575,0.785715285714286,DE,0.298969072164948,0.407216494845361,0.257731958762887,0.0360824742268041,0.69,0.31
0.536920659858602,0.463079340141398,0.133542812254517,0.198743126472899,0.391201885310291,0.276512175962294,0.220738413197172,0.672034564021995,0.107227022780833,0.124510033778476,0.0326011571091909,0.842891809112333,FL,0.327065351418002,0.38964241676942,0.230579531442663,0.0527127003699137,0.7,0.3
0.551971326164875,0.448028673835125,0.176344086021505,0.287455197132616,0.374193548387097,0.162007168458781,0.217921146953405,0.673835125448029,0.108243727598566,0.282438275985663,0.0308253727598566,0.68673935125448,GA,0.349062702003878,0.341952165481577,0.239172592113769,0.0698125404007757,0.79,0.21
0.51690294438386,0.48309705561614,0.121046892039258,0.225736095965104,0.383860414394766,0.269356597600872,0.261723009814613,0.609596510359869,0.128680479825518,0.0174492006543075,0.634679298800436,0.347874500545256,HI,0.175,0.375,0.341666666666667,0.108333333333333,0.63,0.37
0.526647966339411,0.473352033660589,0.161290322580645,0.245441795231417,0.365357643758766,0.227910238429173,0.201963534361851,0.701963534361851,0.0960729312762973,0.017532556802244,0.0196363436185133,0.962834099579243,IA,0.246268656716418,0.382462686567164,0.309701492537313,0.0615671641791045,0.77,0.23
0.51747311827957,0.48252688172043,0.141129032258065,0.275537634408602,0.364247311827957,0.219086021505376,0.231182795698925,0.672043010752688,0.0967741935483871,1e-06,0.0201622903225806,0.979839709677419,ID,0.381679389312977,0.206106870229008,0.33206106870229,0.0801526717557252,0.67,0.33
0.543917332080789,0.456082667919211,0.164396430248943,0.258806951620479,0.375293565054016,0.201503053076562,0.237200563644904,0.616251761390324,0.146547674964772,0.139972817754814,0.0399258473461719,0.820104334899014,IL,0.234177215189873,0.438656280428432,0.259493670886076,0.0676728334956183,0.71,0.29
0.523988711194732,0.476011288805268,0.140169332079022,0.219190968955786,0.421448730009407,0.219190968955786,0.218250235183443,0.687676387582314,0.0940733772342427,0.077141169332079,0.00846760395108184,0.914394226716839,IN,0.328816621499548,0.351400180668473,0.252032520325203,0.0677506775067751,0.72,0.28
0.536536536536537,0.463463463463463,0.158158158158158,0.234234234234234,0.389389389389389,0.218218218218218,0.253253253253253,0.616616616616617,0.13013013013013,0.0630640630630631,0.037038037037037,0.8999008998999,KS,0.370932754880694,0.255965292841649,0.295010845986985,0.0780911062906725,0.76,0.24
0.523255813953488,0.476744186046512,0.146317829457364,0.248062015503876,0.390503875968992,0.215116279069767,0.14922480620155,0.765503875968992,0.0852713178294574,0.0717064263565892,0.0155048759689922,0.912791697674419,KY,0.366552119129439,0.396334478808706,0.199312714776632,0.0378006872852234,0.76,0.24
0.567602040816326,0.432397959183673,0.156887755102041,0.239795918367347,0.391581632653061,0.211734693877551,0.149234693877551,0.760204081632653,0.0905612244897959,0.318878551020408,0.0178581428571429,0.663266306122449,LA,0.341836734693878,0.32312925170068,0.270408163265306,0.0646258503401361,0.84,0.16
0.534426229508197,0.465573770491803,0.154098360655738,0.211475409836066,0.395081967213115,0.239344262295082,0.275409836065574,0.539344262295082,0.185245901639344,0.0516403442622951,0.0442632950819672,0.904099360655738,MA,0.165137614678899,0.339449541284404,0.45756880733945,0.0378440366972477,0.58,0.42
0.535015772870662,0.464984227129338,0.15583596214511,0.224605678233438,0.391798107255521,0.227760252365931,0.239116719242902,0.570347003154574,0.190536277602524,0.253628760252366,0.0416413785488959,0.704732861198738,MD,0.254926108374384,0.456896551724138,0.229064039408867,0.0591133004926108,0.69,0.31
0.520365168539326,0.479634831460674,0.109550561797753,0.200140449438202,0.434691011235955,0.25561797752809,0.217696629213483,0.668539325842697,0.11376404494382,0.00561897752808989,0.0196639213483146,0.974720101123596,ME,0.313304721030043,0.304721030042918,0.317596566523605,0.0643776824034335,0.6,0.4
0.527393469839513,0.472606530160487,0.149418926397344,0.235749861649142,0.386275594908688,0.228555617044826,0.188157166574433,0.707249584947427,0.104593248478141,0.111788493082457,0.0265643646928611,0.861650142224682,MI,0.271117855336368,0.348507840161861,0.287809812847749,0.0925644916540212,0.7,0.3
0.514573396926338,0.485426603073662,0.153683094859565,0.250132485426603,0.377848436671966,0.218335983041865,0.2586115527292,0.627980922098569,0.113407525172231,0.0355070943296237,0.0376268611552729,0.926869044515103,MN,0.278544542032622,0.363864491844417,0.260978670012547,0.0966122961104141,0.74,0.26
0.535369774919614,0.464630225080386,0.172829581993569,0.242765273311897,0.392282958199357,0.192122186495177,0.192926045016077,0.713022508038585,0.0940514469453376,0.0932485884244373,0.022509038585209,0.884245372990354,MO,0.33665008291874,0.291044776119403,0.278606965174129,0.093698175787728,0.77,0.23
0.523989898989899,0.476010101010101,0.178030303030303,0.227272727272727,0.361111111111111,0.233585858585859,0.164141414141414,0.76010101010101,0.0757575757575758,0.393940393939394,0.0113646363636364,0.59469796969697,MS,0.40625,0.263020833333333,0.221354166666667,0.109375,0.83,0.17
0.527855153203343,0.472144846796657,0.147632311977716,0.178272980501393,0.380222841225627,0.293871866295265,0.193593314763231,0.675487465181059,0.13091922005571,1e-06,0.0724243983286908,0.927577601671309,MT,0.331210191082803,0.24203821656051,0.312101910828025,0.114649681528662,0.65,0.35
0.55270092226614,0.44729907773386,0.154150197628458,0.250329380764163,0.36429512516469,0.231225296442688,0.206192358366271,0.69433465085639,0.0994729907773386,0.228591250329381,0.0289865072463768,0.742425242424242,NC,0.359801488833747,0.330024813895782,0.269230769230769,0.0409429280397022,0.77,0.23
0.508510638297872,0.491489361702128,0.196808510638298,0.263829787234043,0.372340425531915,0.167021276595745,0.251063829787234,0.659574468085106,0.0893617021276596,0.00851163829787234,0.0659584468085106,0.925532914893617,ND,0.372340425531915,0.276595744680851,0.308510638297872,0.0425531914893617,0.77,0.23
0.502522704339051,0.497477295660949,0.15438950554995,0.24217961654894,0.360242179616549,0.243188698284561,0.231079717457114,0.641775983854692,0.127144298688194,0.0322916155398587,0.0222007981836529,0.945510586276488,NE,0.411585365853659,0.25,0.307926829268293,0.0304878048780488,0.75,0.25
0.526411657559198,0.473588342440801,0.136004857316333,0.190042501517911,0.466909532483303,0.207043108682453,0.248937462052216,0.617486338797814,0.13357619914997,0.00546548087431694,0.0163944426229508,0.978143076502732,NH,0.281407035175879,0.301507537688442,0.366834170854271,0.050251256281407,0.59,0.41
0.54512105649303,0.45487894350697,0.136463683052091,0.209831254585473,0.404255319148936,0.2494497432135,0.257520176082172,0.584739545121057,0.157740278796772,0.0961125187087307,0.0623634358033749,0.841527045487894,NJ,0.26681783824641,0.386999244142101,0.28042328042328,0.0657596371882086,0.67,0.33
0.547920433996383,0.452079566003617,0.162748643761302,0.206148282097649,0.432188065099458,0.198915009041591,0.215189873417722,0.605786618444846,0.179023508137432,0.0126592278481013,0.0669087757685353,0.920434996383363,NM,0.279166666666667,0.333333333333333,0.308333333333333,0.0791666666666667,0.75,0.25
0.505166475315729,0.494833524684271,0.184845005740528,0.241102181400689,0.343283582089552,0.230769230769231,0.190585533869116,0.710677382319173,0.0987370838117107,0.0792202881745121,0.0907013444316877,0.8300813673938,NV,0.297592997811816,0.37417943107221,0.269146608315098,0.0590809628008753,0.66,0.34
0.547822850762933,0.452177149237067,0.159285448455527,0.226646818012654,0.38593226646818,0.22813546706364,0.227391142538147,0.61406773353182,0.158541123930034,0.152587527726089,0.0506150677335318,0.79680040454038,NY,0.247081712062257,0.450389105058366,0.24124513618677,0.061284046692607,0.6,0.4
0.542257217847769,0.457742782152231,0.16745406824147,0.22257217847769,0.383727034120735,0.226246719160105,0.179527559055118,0.737007874015748,0.0834645669291339,0.119686039370079,0.0215233097112861,0.858793650918635,OH,0.306728538283063,0.355452436194896,0.282134570765661,0.0556844547563805,0.73,0.27
0.544836956521739,0.455163043478261,0.127717391304348,0.21875,0.419836956521739,0.233695652173913,0.21195652173913,0.675271739130435,0.112771739130435,0.0516314347826087,0.158968391304348,0.789403173913043,OK,0.401754385964912,0.333333333333333,0.214035087719298,0.0508771929824561,0.79,0.21
0.535120147874307,0.464879852125693,0.152495378927911,0.242144177449168,0.355822550831793,0.249537892791128,0.213493530499076,0.650646950092421,0.135859519408503,0.0166368595194085,0.0637717948243993,0.919594345656192,OR,0.271428571428571,0.345454545454545,0.3,0.0831168831168831,0.61,0.39
0.522985889849795,0.477014110150205,0.155666818388712,0.242603550295858,0.382339553937187,0.219390077378243,0.207100591715976,0.671825216203914,0.121074192080109,0.0846619012289486,0.0213938083750569,0.893947290395995,PA,0.330867242087957,0.410604192355117,0.214138923140156,0.0443896424167694,0.73,0.27
0.550290939318371,0.449709060681629,0.14879467996675,0.239401496259352,0.386533665835411,0.225270157938487,0.221945137157107,0.638403990024938,0.139650872817955,0.0540325876974231,0.029094931837074,0.916875480465503,RI,0.224358974358974,0.288461538461538,0.391025641025641,0.0961538461538462,0.75,0.25
0.551619433198381,0.448380566801619,0.145748987854251,0.234817813765182,0.402834008097166,0.216599190283401,0.200404858299595,0.702429149797571,0.097165991902834,0.308705453441296,0.01417104048583,0.677126506072875,SC,0.413892908827786,0.266280752532562,0.264833574529667,0.0549927641099855,0.78,0.22
0.520033388981636,0.479966611018364,0.168614357262103,0.237061769616027,0.35559265442404,0.23873121869783,0.186143572621035,0.724540901502504,0.0893155258764608,0.00834824540901502,0.0792998313856427,0.912354923205342,SD,0.295454545454545,0.284090909090909,0.340909090909091,0.0795454545454545,0.79,0.21
0.556277056277056,0.443722943722944,0.148268398268398,0.217532467532468,0.356060606060606,0.278138528138528,0.199134199134199,0.691558441558442,0.109307359307359,0.128788878787879,0.0227282727272727,0.848485848484849,TN,0.360725720384205,0.321237993596585,0.244397011739594,0.0736392742796158,0.81,0.19
0.538664034221783,0.461335965778217,0.160579137874301,0.256992431720961,0.369529450477131,0.212898979927608,0.212240868706811,0.693649226719316,0.094109904573873,0.139849634419217,0.0434363405725568,0.816717025008226,TX,0.377083333333333,0.292361111111111,0.262847222222222,0.0677083333333333,0.77,0.23
0.510460251046025,0.489539748953975,0.188284518828452,0.283124128312413,0.341701534170153,0.186889818688982,0.242677824267782,0.645746164574616,0.111576011157601,0.00836920083682008,0.0292897029288703,0.96234409623431,UT,0.453514739229025,0.199546485260771,0.267573696145125,0.0793650793650794,0.73,0.27
0.543870967741935,0.456129032258065,0.147096774193548,0.26,0.38,0.212903225806452,0.243225806451613,0.603225806451613,0.153548387096774,0.170968741935484,0.047742935483871,0.781291322580645,VA,0.304980842911877,0.36551724137931,0.268965517241379,0.060536398467433,0.73,0.27
0.539944903581267,0.460055096418733,0.126721763085399,0.201101928374656,0.439853076216713,0.232323232323232,0.243342516069789,0.610651974288338,0.146005509641873,0.00367409458218549,0.0303040303030303,0.966024875114784,VT,0.121212121212121,0.434343434343434,0.383838383838384,0.0606060606060606,0.54,0.46
0.547124600638978,0.452875399361022,0.149361022364217,0.257188498402556,0.345047923322684,0.248402555910543,0.252396166134185,0.612619808306709,0.134984025559105,0.0327486038338658,0.109425920127796,0.857828476038339,WA,0.224820143884892,0.384892086330935,0.283273381294964,0.107014388489209,0.61,0.39
0.530888030888031,0.469111969111969,0.127413127413127,0.216216216216216,0.394465894465894,0.261904761904762,0.232303732303732,0.673745173745174,0.093951093951094,0.0373240373230373,0.0263845263835264,0.936294436293436,WI,0.290710382513661,0.32896174863388,0.296174863387978,0.0841530054644809,0.71,0.29
0.529769137302552,0.470230862697448,0.114216281895504,0.223572296476306,0.348724179829891,0.313487241798299,0.149453219927096,0.770352369380316,0.0801944106925881,0.0255174034021871,0.00972153462940462,0.964764061968408,WV,0.268765133171913,0.37772397094431,0.309927360774818,0.0435835351089588,0.78,0.22
0.516666666666667,0.483333333333333,0.14047619047619,0.251190476190476,0.379761904761905,0.228571428571429,0.180952380952381,0.738095238095238,0.080952380952381,0.00595338095238095,0.0214295714285714,0.972620047619048,WY,0.53448275862069,0.155172413793103,0.224137931034483,0.0862068965517241,0.71,0.29
